category,datetime,headline,id,image,related,source,summary,url
company,1704081780,Dividend Stock Watch List: Lanny's January 2024 Edition,124792796,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1487894858/image_1487894858.jpg?io=getty-c-w1536,ADM,SeekingAlpha,"Itâs difficult to find undervalued dividend stocks right now, due to the market surging over 25% this year. Check out three dividend stocks on my watch list.",https://finnhub.io/api/news?id=fe5f3da7911519e77c528101f0d03b07373ca6cb5818473600cf55c95906b32f
company,1704229680,6 Expected Dividend Increases In January 2024,124818396,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1497523095/image_1497523095.jpg?io=getty-c-w1536,ADM,SeekingAlpha,There are going to be some heavy-hitting dividend stocks that announce dividend increases in January. Check out the six expected dividend increases in January 2024.,https://finnhub.io/api/news?id=78913f2b2523eba9b7867889bd655f064d723745c92aabfb7065c7ae99d76642
company,1704214620,Archer Daniels Midland Co. stock underperforms Tuesday when compared to competitors despite daily gains,124817018,https://images.mktw.net/im-220105/social,ADM,MarketWatch,"Shares of Archer Daniels Midland Co. inched 0.75% higher to $72.76 Tuesday, on what proved to be an all-around mixed trading session for the stock market,...",https://finnhub.io/api/news?id=06675e019f5d0759aef1a8d7e7edf475ea24abe29a2e3565f55428ad6c181dff
company,1704185280,Looking Into Archer-Daniels Midland's Recent Short Interest,124821184,,ADM,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=573deb0be3afd3221422fc6a5508c051476c8e76be159be4812d76820c9feda9
company,1704323862,7 Stocks Primed for a Spectacular Comeback in 2024,124956750,https://media.zenfs.com/en/investorplace_417/7d0af0be99959b6635e4478ca414105d,ADM,Yahoo,"While investors might be tempted to ride the biggest winners of last year, shifting sands may provide a superior outlook for comeback stocks. Just what am I talking about? These are securities that are currently trading no higher than 10% of their 52-week lows. At the same time, they (at time of writing) feature a consensus view of at least moderate buy. Put another way, we’re not talking about garbage ideas that will likely fall lower still. Rather, Wall Street experts have tagged these enterpr",https://finnhub.io/api/news?id=6ebe863cf294156a21d9dfe4250c5dd85d649686c22298f433d4d7788b5b7ee2
company,1704322218,Archer Daniels Midland (ADM) Increases Despite Market Slip: Here's What You Need to Know,124841217,https://media.zenfs.com/en/zacks.com/a7cdcede0bb5a646be035f4a7e678781,ADM,Yahoo,"Archer Daniels Midland (ADM) closed at $73.13 in the latest trading session, marking a +0.51% move from the prior day.",https://finnhub.io/api/news?id=cd1c02cfba3ece69f6923789d2c9a246bc528c9686339e76114d5bb10b05899b
company,1704313800,2 Agriculture Stocks to Buy for the New Year,124837925,https://media.zenfs.com/en/zacks.com/72960cecfa52b3915827e8c4b081b582,ADM,Yahoo,Let's check out the opportunity in two pleasantly intriguing Zacks Agriculture-Operations Industry stocks.,https://finnhub.io/api/news?id=15d81a18873e5f43e7f109eacb8972724f26179217f5b816cd31185360bd43cb
company,1704301020,"Archer Daniels Midland Co. stock rises Wednesday, outperforms market",124861454,https://images.mktw.net/im-220105/social,ADM,MarketWatch,"Shares of Archer Daniels Midland Co. inched 0.51% higher to $73.13 Wednesday, on what proved to be an all-around poor trading session for the stock market,...",https://finnhub.io/api/news?id=297e06b259b7df82e39e771ae2b7b9e3a6053338c2e3a8f75903b8203d52d1d8
company,1704298260,Ongoing Strategies Put Archer Daniels (ADM) on Growth Track,124828591,https://media.zenfs.com/en/zacks.com/269f52acb49fa88e5682028e5922c54c,ADM,Yahoo,"Archer Daniels (ADM) stays focused on strategic initiatives, innovation and efforts to improve productivity. This positions it for growth in the long term.",https://finnhub.io/api/news?id=a87daf79f9581746fd49222e086478a69de0210b12b25dd17ae3a81757d2ea82
company,1704292805,Is Alico (ALCO) Stock Outpacing Its Consumer Staples Peers This Year?,124828125,https://media.zenfs.com/en/zacks.com/46ebfcbff417ac1bbde85ad33fa0d4be,ADM,Yahoo,Here is how Alico (ALCO) and Archer Daniels Midland (ADM) have performed compared to their sector so far this year.,https://finnhub.io/api/news?id=c3847a3bbd94f476eac733202b8139710a52c14dc1407b8bf0285c601a4eda0b
